campaign_id,campaign_name,order,url,total_clicks,unique_clicks,click_percentage,unique_click_percentage
6dac70ad53,DP Daybreak 04/25/2024,1,http://nextgenamerica.org/,57,42,0.01405672009864365,0.01916058394160584
6dac70ad53,DP Daybreak 04/25/2024,2,https://universityrealtyapartments.com/,8,6,0.001972872996300863,0.002737226277372263
6dac70ad53,DP Daybreak 04/25/2024,3,http://dominos.com,5,5,0.0012330456226880395,0.002281021897810219
a46af3d197,Quaker Nation 04/22/24 (copy 02),1,https://pennathletics.com/news/2024/5/21/we-re-in-womens-rowing-earns-third-straight-ncaa-at-large-bid.aspx,9,5,0.03765690376569038,0.035211267605633804
a46af3d197,Quaker Nation 04/22/24 (copy 02),2,https://www.ncaa.com/news/baseball/article/2024-04-24/2024-college-baseball-tournament-selection-show-time-how-watch-bracket-reveal,3,2,0.012552301255230125,0.014084507042253521
45d289d6e0,DP Daybreak 05/23/2024,1,https://universityrealtyapartments.com/,16,11,0.006493506493506494,0.008160237388724036
45d289d6e0,DP Daybreak 05/23/2024,2,https://urldefense.com/v3/__https://theDP.us2.list-manage.com/profile?u=a96885e3aa3f8131c872ee329&id=370b4800ba&e=c4aba4b8cf&c=9d753de4bf__;!!IBzWLUs!XxTF9ey3R72F7TLVx-ey5uC4NFcVE90P23EYvajAQ0Du5v48Jbwp0gvg_x1a-YwmAj64Bv4wJtNHkXVe1cledMY$,4,4,0.0016233766233766235,0.002967359050445104
45d289d6e0,DP Daybreak 05/23/2024,3,https://urldefense.com/v3/__https://theDP.us2.list-manage.com/unsubscribe?u=a96885e3aa3f8131c872ee329&id=370b4800ba&e=c4aba4b8cf&c=9d753de4bf__;!!IBzWLUs!XxTF9ey3R72F7TLVx-ey5uC4NFcVE90P23EYvajAQ0Du5v48Jbwp0gvg_x1a-YwmAj64Bv4wJtNHkXVeCfVR-pw$,42,16,0.017045454545454544,0.011869436201780416
d195e8acf4,Summer Toast 5/24,1,https://www.newyorker.com/culture/annals-of-gastronomy/a-martini-tour-of-new-york-city,23,10,0.0701219512195122,0.06711409395973154
d195e8acf4,Summer Toast 5/24,2,https://www.nytimes.com/2024/05/14/arts/television/bridgerton-glow-up-season-three.html?smid=nytcore-ios-share&referringSource=articleShare,13,6,0.039634146341463415,0.040268456375838924
d195e8acf4,Summer Toast 5/24,3,https://www.vox.com/24158356/raw-milk-pasteurization-h5n1-bird-flu-sales-consumption-government-trust,29,12,0.08841463414634146,0.08053691275167785
362fa86fe0,Summer Toast 5/31,1,https://www.dazeddigital.com/beauty/article/62690/1/is-wellness-culture-is-fuelling-a-health-anxiety-crisis,21,10,0.041501976284584984,0.042735042735042736
362fa86fe0,Summer Toast 5/31,2,https://www.phillymag.com/news/2024/05/29/dvd-store-south-street-streaming/,50,23,0.09881422924901186,0.09829059829059829
362fa86fe0,Summer Toast 5/31,3,https://www.thecut.com/article/abolish-jean-shorts.html,61,28,0.12055335968379446,0.11965811965811966
8b9c96b39c,DP Daybreak 05/30/2024,1,https://universityrealtyapartments.com/,18,13,0.006367173682348779,0.009021512838306732
883be5d460,Summer Toast  6/7,1,https://www.nytimes.com/2024/05/25/arts/grief-loss-jesmyn-ward-richard-grant.html,7,3,0.025547445255474453,0.02654867256637168
883be5d460,Summer Toast  6/7,2,https://www.newyorker.com/culture/infinite-scroll/what-doge-taught-me-about-the-internet,3,1,0.010948905109489052,0.008849557522123894
883be5d460,Summer Toast  6/7,3,https://www.rollingstone.com/culture/culture-features/jenny-nicholson-star-wars-hotel-video-youtube-1235028823/?sub_action=logged_in,11,4,0.040145985401459854,0.035398230088495575
76ec13efaa,DP Daybreak 06/06/2024,1,https://www.shopsatpenn.com/,127,70,0.05434317501069748,0.056134723336006415
76ec13efaa,DP Daybreak 06/06/2024,2,https://www.acmemarkets.com/,6,5,0.0025673940949935813,0.00400962309542903
76ec13efaa,DP Daybreak 06/06/2024,3,https://universityrealtyapartments.com/,4,4,0.0017115960633290544,0.0032076984763432237
76ec13efaa,DP Daybreak 06/06/2024,4,http://dominos.com/,4,4,0.0017115960633290544,0.0032076984763432237
5e3fc5ed15,BREAKING: MSA (copy 13),1,"http://Penn admin. releases guidance for campus events, bans encampments",163,63,0.1696149843912591,0.12778904665314403
9306f419a1,Quaker Nation 04/22/24 (copy 03),1,"https://www.google.com/url?client=internal-element-cse&cx=008381849227806951929:n20exfavedk&q=http://www.thedp.com/article/2022/11/jordan-dingle-penn-guard-basketball-profile&sa=U&ved=2ahUKEwiMn6bE58-GAxXgD1kFHWUsAtEQFnoECAIQAg&usg=AOvVaw2zi-4ILk1FGy-dMlDNz97J&fexp=72519171,72519168",5,2,0.02824858757062147,0.018691588785046728
9306f419a1,Quaker Nation 04/22/24 (copy 03),2,"https://www.google.com/url?client=internal-element-cse&cx=008381849227806951929:n20exfavedk&q=http://www.thedp.com/article/2023/04/big-five-changes-drexel-mens-basketball-penn-wells-fargo-center-classic&sa=U&ved=2ahUKEwiI4Kad6M-GAxXULFkFHdhlAN4QFnoECAUQAg&usg=AOvVaw1QmHegu4VonRUM1OnJHyjC&fexp=72519171,72519168",5,2,0.02824858757062147,0.018691588785046728
1d590e7cef,Summer Toast 6/14,1,https://x.com/34ST/status/1800972519568179257,10,3,0.03367003367003367,0.02459016393442623
1d590e7cef,Summer Toast 6/14,2,https://x.com/34ST/status/1801008218535002315,5,2,0.016835016835016835,0.01639344262295082
1d590e7cef,Summer Toast 6/14,3,https://x.com/34ST,3,1,0.010101010101010102,0.00819672131147541
1d590e7cef,Summer Toast 6/14,4,https://www.elle.com/uk/life-and-culture/culture/g61080396/hot-rodent-boyfriends/,18,8,0.06060606060606061,0.06557377049180328
1d590e7cef,Summer Toast 6/14,5,https://www.dazeddigital.com/life-culture/article/62844/1/whats-going-on-with-the-pope-homophobic-slur-frociaggine ,21,12,0.0707070707070707,0.09836065573770492
1d590e7cef,Summer Toast 6/14,6,https://www.newyorker.com/magazine/2024/06/17/cocomelon-children-television-youtube-netflix ,7,3,0.02356902356902357,0.02459016393442623
65760403f8,DP Daybreak 06/13/2024,1,https://www.acmemarkets.com/,35,24,0.014107214832728738,0.019339242546333603
65760403f8,DP Daybreak 06/13/2024,2,https://universityrealtyapartments.com/,23,14,0.009270455461507456,0.011281224818694601
65760403f8,DP Daybreak 06/13/2024,3,https://www.shopsatpenn.com/,15,10,0.006045949214026602,0.008058017727639
65760403f8,DP Daybreak 06/13/2024,4,http://dominos.com/,34,19,0.013704151551793631,0.015310233682514102
df0db629d4,Summer Toast 6/21,1,https://www.rollingstone.com/music/music-features/sabrina-carpenter-espresso-short-n-sweet-taylor-swift-1235036627,18,6,0.09782608695652174,0.07058823529411765
df0db629d4,Summer Toast 6/21,2,https://www.newyorker.com/culture/the-weekend-essay/how-the-real-world-created-modern-reality-tv,7,3,0.03804347826086957,0.03529411764705882
df0db629d4,Summer Toast 6/21,3,https://www.harpersbazaar.com/culture/features/a61100373/sunny-choi-victor-montalvo-olympic-breaking-2024-interview/,13,5,0.07065217391304347,0.058823529411764705
d2af6d44dd,DP Daybreak 06/20/2024,1,https://universityrealtyapartments.com/,18,15,0.0081374321880651,0.012942191544434857
d2af6d44dd,DP Daybreak 06/20/2024,2,https://www.shopsatpenn.com/,9,6,0.00406871609403255,0.005176876617773943
d2af6d44dd,DP Daybreak 06/20/2024,3,https://www.acmemarkets.com/,5,5,0.0022603978300180833,0.004314063848144953
d2af6d44dd,DP Daybreak 06/20/2024,4,http://dominos.com/,4,4,0.0018083182640144665,0.003451251078515962
1a8c0e6431,140th Anniversary Registration Open,1,https://host.nxt.blackbaud.com/registration-form/?formId=006d8c61-baea-493f-af5a-29dc4c4821b7&envId=p-BbGbRoTNyEqlmBrbIkE5nw&zone=usa,272,148,0.8395061728395061,0.7437185929648241
1a8c0e6431,140th Anniversary Registration Open,2,https://www.classy.org/give/506065/#!/donation/checkout,16,15,0.04938271604938271,0.07537688442211055
1a8c0e6431,140th Anniversary Registration Open,3,https://www.dailypennalumni.com/,5,5,0.015432098765432098,0.02512562814070352
8bf18207f4,Letter from Peter to 2024,1,http://dailypennalumni.com,3,1,0.03409090909090909,0.03571428571428571
